file_id,child_age,target_word,guesser_type,speaker,original_text,auto_translation,manual_translation,missing_transcript,useful_context,is_dubious,is_relevant,validity_check,is_valid,initiate_repair,error_type,gemma:7b,mistral,llama3,phi3:medium,gpt4o,gpt4o:def,mistral-masked,mistral-fewshot
ID_5,7,,,(INV),"3, 2, 1, c'est parti !","3, 2, 1, here we go!",,,,,,,,,,,,,,,,,
ID_5,7,The sun,parent,child,Je sais,I know,,,,,1.0,,,,,,,,,,,,
ID_5,7,The sun,parent,parent,"Alors, est-ce que c'est un objet de la maison ?","So, is this a household item?",,,,,1.0,,,,,,,,,,,,
ID_5,7,The sun,parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_5,7,The sun,parent,parent,Est-ce que ça se trouve dehors ?,Is it outside?,,,,,1.0,,,,,,,,,,,,
ID_5,7,The sun,parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_5,7,The sun,parent,parent,"Alors, tu peux me donner un indice ?","So, can you give me a hint?",,,,,1.0,,,,,,,,,,,,
ID_5,7,The sun,parent,child,C'est dans l'espace.,It's in space.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_5,7,The sun,parent,parent,"Dans l'espace, ah oui, c'est dehors.","In space, oh yes, it's outside.",,,,,1.0,,,,,,,,,,,,
ID_5,7,The sun,parent,parent,Est-ce que c'est la Lune ?,Is it the Moon?,,,,,1.0,,,,,,,,,,,,
ID_5,7,The sun,parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_5,7,The sun,parent,parent,C'est une étoile ?,Is it a star?,,,,,1.0,,,,,,,,,,,,
ID_5,7,The sun,parent,child,Non.,No.,,,,,1.0,1.0,0.0,,,,,,,,,,
ID_5,7,The sun,parent,child,Ah oui !,Oh yes !,,,,,1.0,,,,,,,,,,,,
ID_5,7,The sun,parent,parent,Le soleil !,The sun !,,,,,1.0,,,,,,,,,,,,
ID_5,7,The sun,parent,child,Oui !,Yes !,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_5,7,The sun,parent,parent,C'est le soleil ?,Is it the sun?,,,,,1.0,,,,,,,,,,,,
ID_5,7,The sun,parent,child,Oui ! [l'enfant applaudit],Yes ! [child applauds],,,,,1.0,1.0,1.0,,,,,,,,,,
ID_5,7,A T-shirt,child,parent,"A moi, j'ai trouvé.","For me, I found it.",,,,,1.0,,,,,,,,,,,,
ID_5,7,A T-shirt,child,child,C'est un animal ?,It's an animal ?,,,,,1.0,,,,,,,,,,,,
ID_5,7,A T-shirt,child,parent,Non.,No.,,,,,1.0,,,,,,,,,,,,
ID_5,7,A T-shirt,child,child,Tu peux me donner un indice ?,Can you give me a clue?,,,,,1.0,1.0,1.0,0.0,"1,9",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
ID_5,7,A T-shirt,child,parent,C'est quelque chose qu'on porte sur soi.,It's something you carry with you.,,,,,1.0,,,,,,,,,,,,
ID_5,7,A T-shirt,child,child,Un sac ?,A bag ?,,,,,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
ID_5,7,A T-shirt,child,parent,Presque.,Almost.,,,,,1.0,,,,,,,,,,,,
ID_5,7,A T-shirt,child,child,Un sac à dos ?,A backpack ?,,,,,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ID_5,7,A T-shirt,child,parent,"Non, enfin, c'est...","No, finally, it's...",,,,,1.0,,,,,,,,,,,,
ID_5,7,A T-shirt,child,parent,"Oui, on peut le porter, mais ce n'est pas un sac.","Yes, you can carry it, but it's not a bag.",,,,,1.0,,,,,,,,,,,,
ID_5,7,A T-shirt,child,child,Une valise ?,A suitcase ?,,,,,1.0,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_5,7,A T-shirt,child,parent,On peut le mettre sur soi.,You can put it on yourself.,,,,,1.0,,,,,,,,,,,,
ID_5,7,A T-shirt,child,child,Une casquette ?,A cap ?,,,,,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ID_5,7,A T-shirt,child,parent,"Ouais, presque.","Yeah, almost.",,,,,1.0,,,,,,,,,,,,
ID_5,7,A T-shirt,child,child,Tu peux me donner un indice ?,Can you give me a clue?,,,,,1.0,1.0,1.0,0.0,"1,9",1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
ID_5,7,A T-shirt,child,parent,C'est un habit.,It's a piece of clothing.,,,,,1.0,,,,,,,,,,,,
ID_5,7,A T-shirt,child,child,Un T-shirt.,A T-shirt.,,,,,1.0,1.0,1.0,0.0,"1,6",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
ID_5,7,A T-shirt,child,parent,"Ouais, un T-shirt.","Yeah, a T-shirt.",,,,,1.0,,,,,,,,,,,,
ID_5,7,A Panda,parent,child,J'ai trouvé !,I've found !,,,,,1.0,,,,,,,,,,,,
ID_5,7,A Panda,parent,parent,"Alors, est-ce que c'est un animal ?","So, is it an animal?",,,,,1.0,,,,,,,,,,,,
ID_5,7,A Panda,parent,child,Ouais.,Yeah.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_5,7,A Panda,parent,parent,"Un animal, c'est un animal domestique comme un chat, un chien…","An animal is a domestic animal like a cat, a dog…",,,,,1.0,,,,,,,,,,,,
ID_5,7,A Panda,parent,child,… Non…,… Nope…,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_5,7,A Panda,parent,parent,"… une souris, un animal sauvage ?","…a mouse, a wild animal?",,,,,1.0,,,,,,,,,,,,
ID_5,7,A Panda,parent,parent,Où est-ce qu'il vit ?,Where does he live?,,,,,1.0,,,,,,,,,,,,
ID_5,7,A Panda,parent,child,Dans les bambous.,In the bamboos.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_5,7,A Panda,parent,parent,Dans les bambous !,In the bamboos!,,,,,1.0,,,,,,,,,,,,
ID_5,7,A Panda,parent,parent,"Ah, c'est le poma !","Ah, it’s the poma!","Ah, it’s the panda!",,,1.0,1.0,,,,,,,,,,,,
ID_5,7,A Panda,parent,child,Oui !,Yes !,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_5,7,,,parent,Attends…,Hold on…,,,,,,,,,,,,,,,,,
ID_5,7,An electric scooter,child,parent,"Qu'est-ce que... Ah ouais, c'est bon.","What the... Oh yeah, it's okay.",,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,child,C'est un animal ?,It's an animal ?,,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,parent,Non.,No.,,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,child,Tu peux me donner un indice ?,Can you give me a clue?,,,,,1.0,1.0,1.0,0.0,"1,9",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ID_5,7,An electric scooter,child,parent,Déjà ?,Already ?,,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,parent,C'est un moyen de transport.,It is a means of transportation.,,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,child,Une voiture ?,A car ?,,,,,1.0,1.0,1.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
ID_5,7,An electric scooter,child,child,Il y a un moteur ?,Is there a motor?,,,,,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ID_5,7,An electric scooter,child,parent,"Il y a un moteur, ouais, un petit moteur.","There's a motor, yeah, a little motor.",,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,child,Un bus ?,A bus ?,,,,,1.0,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
ID_5,7,An electric scooter,child,parent,C'est plus petit qu'un bus.,It's smaller than a bus.,,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,child,Un quad ?,A quad ?,,,,,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
ID_5,7,An electric scooter,child,parent,Plus petit qu'un quad.,Smaller than a quad.,,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,child,Un vélo ?,A bike ?,,,,,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
ID_5,7,An electric scooter,child,parent,Plus petit qu'un vélo.,Smaller than a bicycle.,,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,child,Une souris ?,A mouse ?,,,,,1.0,1.0,0.0,1.0,"1,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_5,7,An electric scooter,child,parent,"Une souris, mais non, c'est pas un moyen de transport, une souris.","A mouse, but no, it's not a means of transport, a mouse.",,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,parent,Bientôt on ira au travail avec des souris.,Soon we will go to work with mice.,,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,parent,Pas encore.,Not yet.,,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,child,Un sac à dos.,A backpack.,,,,,1.0,1.0,0.0,0.0,"1,4",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_5,7,An electric scooter,child,parent,Non j'en ai une.,No I have one.,,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,child,Donne un indice.,Give a hint.,,,,,1.0,1.0,1.0,0.0,"1,9",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ID_5,7,An electric scooter,child,parent,Ben j'en ai une et ça a deux roues.,Well I have one and it has two wheels.,,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,child,Une trottinette !,A scooter !,,,,,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ID_5,7,An electric scooter,child,parent,Une trottinette…,scooter…,,,,,1.0,,,,,,,,,,,,
ID_5,7,An electric scooter,child,child,… électrique !,…electric!,,,,,1.0,1.0,1.0,0.0,"1,6",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ID_5,7,An electric scooter,child,parent,"Ouais, une trottinette électrique.","Yep, an electric scooter.",,,,,1.0,,,,,,,,,,,,
ID_5,7,The number three,parent,child,C'est bon !,It's good !,,,,,1.0,,,,,,,,,,,,
ID_5,7,The number three,parent,parent,"Alors, est-ce que c'est un animal ?","So, is it an animal?",,,,,1.0,,,,,,,,,,,,
ID_5,7,The number three,parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_5,7,The number three,parent,parent,Est-ce que ça se mange ?,Is it edible?,,,,,1.0,,,,,,,,,,,,
ID_5,7,The number three,parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_5,7,The number three,parent,parent,Est-ce que c'est un moyen de transport ?,Is it a means of transportation?,,,,,1.0,,,,,,,,,,,,
ID_5,7,The number three,parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
