file_id,child_age,target_word,guesser_type,speaker,original_text,auto_translation,manual_translation,missing_transcript,useful_context,is_dubious,is_relevant,validity_check,is_valid,initiate_repair,error_type,gemma:7b,mistral,llama3,phi3:medium,gpt4o,gpt4o:def,mistral-masked,mistral-fewshot
ID_13,9,,,(INV),"3, 2, 1, c'est parti !","3, 2, 1, here we go!",,,,,,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,"Ok, alors, j'ai trouvé.","Ok, so I found it.",,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,T'as déjà trouvé ?,Have you already found it?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Un animal ?,An animal ?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Une personne ?,A person ?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Est-ce que c'est une chose ?,Is that a thing?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Une chose fabriquée ?,A manufactured thing?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Est-ce qu'il y en a dans la maison ?,Are there any in the house?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Oui.,Yes.,,,,,,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Est-ce qu'il y en a dans le salon ?,Are there any in the living room?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,"Euh, oui.",Um yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,"Y'en a-t-il autour de nous, là ?",Are there any around us there?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Un livre ?,A book ?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Plus précisément.,More precisely.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Une bande dessinée ?,A comic ?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Plus précisément.,More precisely.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Un BD ?,A comic book?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Plus précisément.,More precisely.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Un manga ?,Manga ?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Plus précisément.,More precisely.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,"Bah, oui.",Yeah.,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,C'est la dernière chose que t'as dit.,That's the last thing you said.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Un manga.,Manga.,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Mais plus précisément.,But more precisely.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,"Ah, le nom d'un manga !","Ah, the name of a manga!",,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,"C'est ça, c'est le titre d'un manga ?",Is that the title of a manga?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Oui ?,Yes ?,,,,,,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,T'as pas l'air sûre de toi.,You don't seem sure of yourself.,,,,,,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Si si.,Yes Yes.,,,,,,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,C'est une histoire quoi.,It’s a story.,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,One Piece ?,One Piece?,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,Mais j'en connais pas des noms.,But I don't know any names.,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,"Si si, tu connais.","Yes, you know.",,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Celui que je lis tout le temps.,The one I read all the time.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,"Ah mais oui, je vois celui que tu lis tout le temps, mais je m'en souviens plus.","Ah but yes, I see the one you read all the time, but I don't remember it anymore.",,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,"Euh... C'est un truc de fille là, bah je sais pas chérie, je me souviens plus du nom.","Um... It's a girl thing there, well I don't know darling, I don't remember the name.",,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Ah.,Oh.,,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Bon bah euh...,Well uh...,,,,,,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,"Vas-y, dis-moi ce que c'est.","Go ahead, tell me what it is.",,,,,1.0,,,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,child,Fairytale.,Fairytale.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_13,9,Fairytale (Manga),parent,parent,"Ah ouais, fairytale.","Oh yeah, fairytale.",,,,,1.0,,,,,,,,,,,,
ID_13,9,,,parent,"T'aurais pu me faire deviner l'anglais, sinon.","You could have made me guess the English, otherwise.",,,,,,,,,,,,,,,,,
