file_id,child_age,target_word,guesser_type,speaker,original_text,auto_translation,manual_translation,missing_transcript,useful_context,is_dubious,is_relevant,validity_check,is_valid,initiate_repair,error_type,gemma:7b,mistral,llama3,phi3:medium,gpt4o,gpt4o:def,mistral-masked,mistral-fewshot
ID_11,9,,,(INV),"3, 2, 1, c'est parti.","3, 2, 1, here we go.",,,,,,,,,,,,,,,,,
ID_11,9,,,child,"C'est bon, j'ai trouvé.",It's good I found.,,,,,,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,"C'est bon, t'as trouvé ?","It's good, did you find it?",,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,Oui.,Yes.,,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,"Alors, est-ce qu'il s'agit d'un être vivant ?","So, is it a living being?",,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,D'un objet ?,Of an object?,An object?,,,1.0,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,D'un objet que l'on a à la maison ?,From an object we have at home?,Is it an object we have at home?,,,1.0,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,"Un objet qui est dans la pièce, dans le salon ?","An object that is in the room, in the living room?",,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,Un objet qui est dans ta chambre ?,An object that is in your room?,,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,D'accord.,All right.,,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,Un objet qui est dans la salle de bain ?,An object that is in the bathroom?,,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,Dans la cuisine ?,In the kitchen ?,,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,Ah.,Oh.,,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,Dans la cuisine.,In the kitchen.,,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,"Alors, est-ce que c'est un objet que l'on met sur la table, quand on met la table pour manger ?","So, is it an object that we put on the table, when we set the table to eat?",,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,Donc c'est un objet qui reste tout le temps dans la cuisine ?,So it's an object that stays in the kitchen all the time?,,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,"Oui, normalement oui.","Yes, normally yes.",,,,,1.0,1.0,1.0,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,D'accord.,All right.,,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,"Est-ce qu'il sert à cuisiner, à faire la cuisine ?","Is it used for cooking, cooking?",,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,"Non, mais il peut nous donner des recettes.","No, but he can give us recipes.",,,,,1.0,1.0,1.0,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,"Ah, mais c'est mort, là !","Ah, but it's dead there!",,,,,,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,"Alors, il peut nous donner des recettes.",So he can give us recipes.,,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,"Donc, est-ce que c'est un appareil électrique ?","So, is this an electrical device?",,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_11,9,Alexa (device),parent,parent,Est-ce que c'est Alexa ?,Is it Alexa?,,,,,1.0,,,,,,,,,,,,
ID_11,9,Alexa (device),parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_11,9,,,child,"Je sais pas, t'as dit est-ce qu'il sert à faire des plats, ben c'est obligé.","I don't know, you said is it used to make dishes, well it has to be.",,,,,,,,,,,,,,,,,
ID_11,9,,,parent,"Ouais, mais là tu as donné un indice qui était trop précis, donc il faut dire non.","Yeah, but there you gave a clue that was too specific, so you have to say no.",,,,,,,,,,,,,,,,,
ID_11,9,,,parent,"Ça sert pas à cuisiner, c'est-à-dire que tu cuisines pas avec.","It's not used for cooking, that is to say you don't cook with it.",,,,,,,,,,,,,,,,,
ID_11,9,,,child,Oui..,Yes..,,,,,,,,,,,,,,,,,
ID_11,9,,,parent,"Ça aide à cuisiner, mais c'est pas pareil.","It helps with cooking, but it's not the same.",,,,,,,,,,,,,,,,,
ID_11,9,,,parent,"Mais bon, t'as raison, il fallait donner l'indice.","But hey, you're right, you had to give the clue.",,,,,,,,,,,,,,,,,
ID_11,9,,,parent,"Alors, à moi, c'est à moi.","So, mine is mine.",,,,,,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,parent,C'est bon.,It's good.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,C'est un objet ?,Is it an object?,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,parent,Oui.,Yes.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,C'est une caméra ?,Is it a camera?,,,,,1.0,1.0,1.0,0.0,"1,7",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ID_11,9,[NAME-1]’s car seat,child,parent,"Non, mais, pose une question, et déjà tu.. N'importe quoi.","No, but, ask a question, and you already... Anything.",,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,"Oui, non mais, c'est bon.. C'est électronique ?","Yes, no but, it's good.. Is it electronic?",,,,,1.0,1.0,1.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
ID_11,9,[NAME-1]’s car seat,child,parent,Non.,No.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,C'est métallique ?,Is it metallic?,,,,,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ID_11,9,[NAME-1]’s car seat,child,parent,"Non, ça contient une petite partie métallique, mais c'est pas métallique.","No, it contains a small metallic part, but it's not metallic.",,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,Ok.. Est-ce que... Est-ce qu'avec on regarde des choses ?,Ok... Do... Do we look at things?,Ok... Do... Do we look at things with it?,,,1.0,1.0,1.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ID_11,9,[NAME-1]’s car seat,child,parent,Non.,No.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,C'est un jouet ?,Is it a toy?,,,,,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
ID_11,9,[NAME-1]’s car seat,child,parent,Non.,No.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,A quoi ça sert ?,What's the point ?,,,,,1.0,1.0,0.0,1.0,"1,5,9",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ID_11,9,[NAME-1]’s car seat,child,parent,Je ne peux pas répondre à ça.,I can't answer that.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,"Oh, dommage.",What a shame.,,,,,,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,parent,"Essaye de trouver des questions pour réduire le champ un petit peu, [NAME-2], tu cherches dans tous les sens.","Try to find questions to narrow the field a little, [NAME-2], you are looking in all directions.",,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,"Je veux bien chercher des questions, mais je ne sais pas les quelles.","I want to look for questions, but I don't know what they are.",,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,parent,"Essaye de réfléchir, trouve des questions pour savoir où c'est déjà, à quoi ça sert.","Try to think, find questions to find out where it is already, what it is for.",,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,"Ah, bah, c'est dans le salon ?","Ah, well, is it in the living room?",,,,,1.0,1.0,1.0,0.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ID_11,9,[NAME-1]’s car seat,child,parent,Non.,No.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,"Ou là, chez nous ?","Or here, at home?",,,,,1.0,1.0,1.0,0.0,2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
ID_11,9,[NAME-1]’s car seat,child,parent,Pas dans la maison.,Not in the house.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,Dans le jardin ?,In the garden ?,,,,,1.0,1.0,1.0,0.0,2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
ID_11,9,[NAME-1]’s car seat,child,parent,Non plus.,Neither.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,Sur la terrasse ?,On the terrace ?,,,,,1.0,1.0,0.0,0.0,"2,4",1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
ID_11,9,[NAME-1]’s car seat,child,parent,Non plus.,Neither.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,Chez les voisins ?,At the neighbors ?,,,,,1.0,1.0,1.0,0.0,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
ID_11,9,[NAME-1]’s car seat,child,parent,Non.,No.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,parent,"Ils en ont peut-être, je n'en sais rien, mais..","Maybe they do, I don't know, but...",,,,,,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,C'est toi qui l'a gagné en faisant du [SPORT-1] ?,Did you win it playing [SPORT-1]?,,,,,1.0,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_11,9,[NAME-1]’s car seat,child,parent,Non.,No.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,Sinon ça aurait été une coupe..,Otherwise it would have been a cut..,,,,,,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,parent,.. Je t'ai dis c'est pas dans la maison..,.. I told you it's not in the house..,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,.. Mais on l'a pas à la maison,.. But we don't have it at home,,,,,,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,parent,"Essaie déjà de trouver le lieu, donc effectivement c'est pas le jardin, c'est pas la terrasse, c'est pas la maison.","Try to find the place already, so indeed it's not the garden, it's not the terrace, it's not the house.",,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,parent,Donc qu'est-ce qui nous appartient et qui n'est pas dans tout cet endroit-là ?,So what is ours that is not in this whole place?,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,La maison des [PLACE-1] ?,The house of the [PLACE-1]?,,,,,1.0,1.0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ID_11,9,[NAME-1]’s car seat,child,parent,"Non, c'est pas dans la maison des [PLACE-1].","No, it's not in the house of the [PLACE-1].",,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,[PLACE-2]?,[PLACE-2]?,,,,,1.0,1.0,1.0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
ID_11,9,[NAME-1]’s car seat,child,parent,Non plus.,Neither.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,En [PLACE-3] ?,In [PLACE-3] ?,,,,,1.0,1.0,1.0,0.0,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
ID_11,9,[NAME-1]’s car seat,child,parent,Non plus.,Neither.,,,,,1.0,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,C'est la partie qui n'est pas là.,That's the part that's not there.,,,,,,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,Last week !,Last week!,,,,,,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,parent,"Non, non, non, non, pas du tout.","No, no, no, no, not at all.",,,,,,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,child,Ah.,Oh.,,,,,,,,,,,,,,,,,
ID_11,9,[NAME-1]’s car seat,child,parent,Arrête.,Stopped.,,,,,,,,,,,,,,,,,
