file_id;child_age;target_word;guesser_type; speaker;original_text;auto_translation;manual_translation;missing_transcript;useful_context;is_dubious;is_relevant;validity_check;is_valid
ID_15;11;Motorbike;parent;parent; Est-ce que c'est un objet?; Is it an object?;;;;;1;;
ID_15;11;Motorbike;parent;child;Oui mais non.; Yes but no.;;;;;1;1;0
ID_15;11;Motorbike;parent;parent;Il y en a dans la maison?; Are there any in the house?;;;;;1;;
ID_15;11;Motorbike;parent;child;Non.; No.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;C'est une matière?; Is it a material?;;;;;1;;
ID_15;11;Motorbike;parent;child;Non.; No.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;Tu en as déjà vu ou touché, senti?; Have you ever seen or touched or smelled one?;;;;;1;;
ID_15;11;Motorbike;parent;child;Oui, oui.; Yes yes.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;Souvent?; Often?;;;;;1;;
ID_15;11;Motorbike;parent;child;Oui.; Yes.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;Moi aussi donc.; So me too.;;;;;1;;
ID_15;11;Motorbike;parent;parent;Ça peut se toucher?; Can it be touched?;;;;;1;;
ID_15;11;Motorbike;parent;child;Oui.; Yes.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;De l'eau?; Some water?;;;;;1;;
ID_15;11;Motorbike;parent;child;Non; No;;;;;1;1;1
ID_15;11;Motorbike;parent;parent; Enfin, c'est liquide ?; Finally, is it liquid?;;;;;1;;
ID_15;11;Motorbike;parent;child;Non.; No.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;C'est solide ?; Is it solid?;;;;;1;;
ID_15;11;Motorbike;parent;child;Oui.; Yes.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;C'est solide.; It's solid.;;;;;1;;
ID_15;11;Motorbike;parent;parent;Mais c'est pas un objet ?; But it's not an object?;;;;;1;;
ID_15;11;Motorbike;parent;child;Euh non.; Uh no.;;;;;1;1;0
ID_15;11;Motorbike;parent;parent;Et c'est une matière ?; And is it a material?;;;;;1;;
ID_15;11;Motorbike;parent;parent;C'est pas une matière ?; Isn't that a material?;;;;;;;
ID_15;11;Motorbike;parent;child;Non.; No.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;T'hésites un peu sur l'objet.; You're a little hesitant about the subject.;;;;;1;;
ID_15;11;Motorbike;parent;parent;Il y en a dans la maison ?; Are there any in the house?;;;;;1;;
ID_15;11;Motorbike;parent;parent;Je t'ai posé la question, je me souviens plus.; I asked you the question, I don't remember.;;;;;1;;
ID_15;11;Motorbike;parent;child;Non; No;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;Non, il y en a pas dans la maison.; No, there aren't any in the house.;;;;;1;;
ID_15;11;Motorbike;parent;child;T'as déjà posé; Have you already asked;;;;;;;
ID_15;11;Motorbike;parent;parent;Il y en a dans d'autres maisons ?; Are there any in other houses?;;;;;1;;
ID_15;11;Motorbike;parent;child;Non.; No.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;Non.; No.;;;;;1;;
ID_15;11;Motorbike;parent;parent;Il y en a au collège ?; Are there any at college?;;;;;1;;
ID_15;11;Motorbike;parent;child; Non.; No.;;;;;1;1;0
ID_15;11;Motorbike;parent;parent;Ok.; OK.;;;;;1;;
ID_15;11;Motorbike;parent;parent;Il y en a... Mais pourtant, t'en vois très souvent ?; There are some... But yet, do you see them very often?;;;;;1;;
ID_15;11;Motorbike;parent;child;Oui.; Yes.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;Dans la rue ?; In the street ?;;;;;1;;
ID_15;11;Motorbike;parent;child;Oui.; Yes.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;Dans la rue, ok.; In the street, ok.;;;;;1;;
ID_15;11;Motorbike;parent;parent;C'est des voitures ?; Are these cars?;;;;;1;;
ID_15;11;Motorbike;parent;child;Non; No;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;C'est des moyens de transport ?;Is it means of transport?;;;;;1;;
ID_15;11;Motorbike;parent;child;{L'enfant hoche la tête}; {The child nods};;;;;1;1;1
ID_15;11;Motorbike;parent;parent;Oui, c'est des moyens de transport ?; Yes, is it means of transport?;;;;;1;;
ID_15;11;Motorbike;parent;child;{L'enfant hoche la tête}; {The child nods};;;;;1;;
ID_15;11;Motorbike;parent;parent;Qui polluent avec un moteur ou il n'y a pas de moteur ?; Who pollute with an engine or there is no engine?;;;;;1;;
ID_15;11;Motorbike;parent;child;Un moteur.; A motor.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;Électrique ou pas électrique ?; Electric or not electric?;;;;;1;;
ID_15;11;Motorbike;parent;child;Ça dépend.; It depends.;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;Ça dépend.; It depends.;;;;;1;;
ID_15;11;Motorbike;parent;parent;Voitures ?; Cars?;;;;;1;;
ID_15;11;Motorbike;parent;child;Non, pas électrique.; No, not electric.;;;;;1;1;0
ID_15;11;Motorbike;parent;parent;Pas électrique.; Not electric.;;;;;1;;
ID_15;11;Motorbike;parent;parent;Bus, voitures ?; Buses, cars?;;;;;1;;
ID_15;11;Motorbike;parent;parent; En ville, il y en a un.; There is one in town.;;;;;1;;
ID_15;11;Motorbike;parent;child;Ouais; Yeah;;;;;1;1;1
ID_15;11;Motorbike;parent;parent;Dans Marseille, il y en a un.; In Marseille, there is one.;;;;;1;;
ID_15;11;Motorbike;parent;parent;Moto.; Motorbike.;;;;;1;;
ID_15;11;Motorbike;parent;child;{L'enfant hoche la tête}; {The child nods};;;;;1;1;1
ID_15;11;;;child;Trop fort !; Too strong !;;;;;;;
ID_15;11;;;parent;Allez, c'est parti.; Here we go.;;;;;;;
ID_15;11;;;child;Ils sont trop chauds les tiens; They are too hot;;;;;;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Ok, c'est un objet ?; Ok, is it an object?;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non.; No.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;C'est un animal ?; It's an animal ?;;;;;1;1;1
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non.; No.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Une matière ?; Material ?;;;;;1;1;1
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non.; No.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;T'en as déjà vu ?; Have you ever seen one?;;;;;1;1;1
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Alors, je vais t'aider, on peut en parler au singulier.; So, I'll help you, we can talk about it in the singular.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Il y en a qu'un.; There is only one.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Et oui, je l'ai déjà vu.; And yes, I've seen it before.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Ah, il y en a qu'un seul ?; Oh, there's only one?;;;;;1;1;1
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Ouais.; Yeah.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child; Il est à Marseille ?; Is he in Marseille?;;;;;1;1;1
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Oui, il peut être de partout.; Yes, it can be anywhere.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Je croyais qu'il n'y en avait qu'un seul, il peut être de partout.; I thought there was only one, it could be anywhere.;;;;1;1;1;1
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Ouais, je suis d'accord.; Yeah, I agree.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Va falloir percer le mystère.;We'll have to unravel the mystery.;;;;;;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Il peut être visible partout.; It can be visible everywhere.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Ah, la muraille de Chine !; Ah, the wall of China!;;;;;1;1;0
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non.; No.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Depuis Marseille, c'est un peu difficile d'ouvrir la muraille de Chine.; From Marseille, it's a little difficult to open the Chinese wall.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Non, mais depuis l'espace on peut la voir; No, but from space we can see it;;;;;1;1;0
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Marseille... Bah, la mer !; Marseille... Well, the sea!;;;;;1;1;0
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non.; No.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Les Calanques !; Creeks !;;;;;1;1;0
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non.; No.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child; La montagne ?; The mountain ?;;;;;1;1;0
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non, non, non.; No no no.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;C'est pas dans la nature, il faut au contraire des appareils pour le voir.; It's not in nature, on the contrary you need devices to see it.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Enfin, rien de fou.; Well, nothing crazy.;;;;;;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;C'est pas un animal ?; Isn't it an animal?;;;;;1;1;0
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;C'est pas un animal.; It's not an animal.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;C'est dans la mer ?; Is it in the sea?;;;;;1;1;0
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non.; No.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non, je dis non, tu peux voir ça depuis le salon là.; No, I say no, you can see that from the living room there.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Ah, le ciel ?; Ah, the sky?;;;;;1;1;1
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non.; No.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Je me rapproche.; I am getting closer.;;;;;;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;C'est pas naturel, non pas du tout.; It's not natural, not at all.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;C'est pas naturel.; It's not natural.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Des lampes ?; Lamps?;;;;;1;1;0
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent; Non.; No.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;C'est immatériel.; It's intangible.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Donc, il n'y en a qu'une ?; So there is only one?;;;;;;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Mais il n'y en a qu'une partie, une par maison, une par... ; But there is only one part, one per house, one per...;;;;;;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Bon, c'est... Attends, je vais quand même t'aider parce que c'est une oeuvre.; Well, it's... Wait, I'm still going to help you because it's a work.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Punaise; Thumbtack;;;;1;;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Une oeuvre, genre Léonard de Vinci ou..; work, like Leonardo da Vinci or...;;;;;1;1;1
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non.; No.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child; Punaise... Mais c'est pas un artiste genre Léonard de Vinci, Van Gogh... ; Damn... But he's not an artist like Leonardo da Vinci, Van Gogh...;;;;1;1;1;1
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Définis peut-être les différents arts qui existent, voilà, après t'aiguilles un petit peu... C'est pas de la peinture.; Maybe define the different arts that exist, that's it, then give yourself a little guidance... It's not painting.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Ah.; Oh.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Ça a été fait il y a longtemps ?; Was this done a long time ago?;;;;;1;1;1
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Je sais pas ce que t'entends par longtemps.; I don't know what you mean by long.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Genre 30 millions d'années ?; Like 30 million years?;;;;;1;1;0
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non, pas du tout.; No not at all.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non, c'était fait il y a 30 ans.; No, it was done 30 years ago.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;Ah, ok.; Ah OK.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;C'est une dame.; She is a lady.;;;;;1;1;1
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;parent;Non.; No.;;;;;1;;
ID_15;11;French Fried Vacation 2 (Les Bronzés font du ski);child;child;C'est pas une dame qui porte un enfant.; She's not a lady carrying a child.;;;;;1;1;1
