file_id;child_age;target_word;guesser_type;speaker;original_text;auto_translation;manual_translation;missing_transcript;useful_context;is_dubious;is_relevant;validity_check;is_valid
ID_8;9;;;(Abdellah);3, 2, 1, c'est parti !; 3, 2, 1, here we go!;;;;;;;
ID_8;9;;;parent;Alors il faut que je fasse deviner un mot à Diane, ok ?; So I have to make Diane guess a word, okay?;;;;;;;
ID_8;9;;;(Abdellah);Ok, vous faites... ; Okay, you do...;;;;;;;
ID_8;9;;;parent;Et on fait chacune notre tour..; And we each take our turns...;;;;;;;
ID_8;9;;;(Abdellah);Après, c'est son tour pendant 10, 12, 15 minutes.; Afterwards, it's his turn for 10, 12, 15 minutes.;;;;;;;
ID_8;9;;;parent;Ok.; OK.;;;;;;;
ID_8;9;A calendar;child;parent;Ça y est, j'en ai un !; That's it, I have one!;;;;;1;;
ID_8;9;A calendar;child;child;Est-ce que c'est un animal ?; Is it an animal?;;;;;1;;
ID_8;9;A calendar;child;parent;Non.; No.;;;;;1;;
ID_8;9;A calendar;child;child;Est-ce que c'est un objet ?; Is it an object?;;;;;1;1;1
ID_8;9;A calendar;child;parent;Oui.; Yes.;;;;;1;;
ID_8;9;A calendar;child;child;Est-ce que c'est plus gros qu'un mouton ?; Is it bigger than a sheep?;;;;;1;1;1
ID_8;9;A calendar;child;parent;Non.; No.;;;;;1;;
ID_8;9;A calendar;child;child;Est-ce que c'est plus petite qu'une chaise ?; Is it smaller than a chair?;;;;;1;1;1
ID_8;9;A calendar;child;parent;Oui.; Yes.;;;;;1;;
ID_8;9;A calendar;child;child; Est-ce que c'est plus petit qu'un oiseau ?; Is it smaller than a bird?;;;;;1;1;1
ID_8;9;A calendar;child;parent;Ben ça dépend de l'oiseau, si c'est une autruche ou un moineau.; Well it depends on the bird, if it's an ostrich or a sparrow.;;;;;1;;
ID_8;9;A calendar;child;child;Qu'un corbeau ?; What a crow?;;;;1;1;1;1
ID_8;9;A calendar;child;parent;Ben en fait ça dépend, mais c'est à peu près de cette taille.; Well actually it depends, but it's about this size.;;;;;1;;
ID_8;9;A calendar;child;child;Oh là là !; Oh dear !;;;;;1;;
ID_8;9;A calendar;child;child;Est-ce que c'est quelque chose qu'on a dans cette maison ?; Is that something we have in this house?;;;;;1;1;1
ID_8;9;A calendar;child;parent;Oui.; Yes.;;;;;1;;
ID_8;9;A calendar;child;child;Est-ce que...; Is it that...;;;;;;;
ID_8;9;A calendar;child;child; Est-ce que c'est des lunettes ?; Are these glasses?;;;;;1;1;1
ID_8;9;A calendar;child;parent;Non.; No.;;;;;1;;
ID_8;9;A calendar;child;child;Ah.; Oh.;;;;;1;;
ID_8;9;A calendar;child;parent;C'est pas très facile ce que j'ai choisi.; It's not very easy what I chose.;;;;;1;;
ID_8;9;A calendar;child;child;Est-ce que c'est un meuble ?;Is it furniture?;;;;;1;1;1
ID_8;9;A calendar;child;parent;Non.; No.;;;;;1;;
ID_8;9;A calendar;child;child;Oui si ça fait la taille d'un corbeau ça peut pas être un meuble..; Yes if it's the size of a crow it can't be furniture..;;;;;1;;
ID_8;9;A calendar;child;child;Est-ce que ça se trouve dans mon cartable ?; Is this in my schoolbag?;;;;;1;1;1
ID_8;9;A calendar;child;parent;Non.; No.;;;;;1;;
ID_8;9;A calendar;child;child; Mais est-ce que ça s'est déjà trouvé dans mon cartable ?; But was it ever in my school bag?;;;;;1;1;1
ID_8;9;A calendar;child;parent;Non, pas vraiment.; Not really.;;;;;1;;
ID_8;9;A calendar;child;child;Est-ce que... c'est un appareil pour faire la cuisine ?; Is this... a cooking appliance?;;;;;1;1;1
