file_id;child_age;target_word;guesser_type; speaker;original_text;auto_translation;manual_translation;missing_transcript;useful_context;is_dubious;is_relevant;validity_check;is_valid
ID_22;11;;;Fourtassi;3, 2, 1, c'est parti.; 3, 2, 1, here we go.;;;;;;;
ID_22;11;Uranus;parent;child;C'est bon, j'ai trouvé.; It's good I found.;;;;;1;;
ID_22;11;Uranus;parent;parent;Alors, est-ce que c'est un animal ?; So, is it an animal?;;;;;1;;
ID_22;11;Uranus;parent;child;Non.; No.;;;;;1;1;1
ID_22;11;Uranus;parent;parent;C'est vivant ?; It's alive ?;;;;;1;;
ID_22;11;Uranus;parent;child;Non.; No.;;;;;1;1;1
ID_22;11;Uranus;parent;parent;C'est un objet de la maison ?; Is it a household item?;;;;;1;;
ID_22;11;Uranus;parent;child;Non.; No.;;;;;1;1;1
ID_22;11;Uranus;parent;parent;Un moyen de transport ?; A transport means ?;;;;;1;;
ID_22;11;Uranus;parent;child;Non.; No.;;;;;1;1;1
ID_22;11;Uranus;parent;parent;Donne-moi un indice sur le type.; Give me a clue on the guy.;Give me a clue on the type.;;;1;1;;
ID_22;11;Uranus;parent;child;Tu sais.; You know.;;;;;;;
ID_22;11;Uranus;parent;child; C'est...; It's...;;;;;;;
ID_22;11;Uranus;parent;parent;La famille, le...;The family, the... ;;;;;;;
ID_22;11;Uranus;parent;child;Non, c'est... C'est pas sur la Terre.;No, it's... It's not on Earth.;;;;;1;1;1
ID_22;11;Uranus;parent;parent;C'est dans l'espace ?; Is it in space?;;;;;1;;
ID_22;11;Uranus;parent;child;Oui.; Yes.;;;;;1;1;1
ID_22;11;Uranus;parent;parent;Un astéroïde ?; An asteroid?;;;;;1;;
ID_22;11;Uranus;parent;child;Non.; No.;;;;;1;1;1
ID_22;11;Uranus;parent;parent;Une comète ?; A comet ?;;;;;1;;
ID_22;11;Uranus;parent;child;Non.; No.;;;;;1;1;1
ID_22;11;Uranus;parent;parent;Est-ce que c'est une planète ?; Is it a planet?;;;;;1;;
ID_22;11;Uranus;parent;child;Oui.; Yes.;;;;;1;1;1
ID_22;11;Uranus;parent;parent;Du système solaire ?; From the solar system?;;;;;1;;
ID_22;11;Uranus;parent;child;Oui.; Yes.;;;;;1;1;1
ID_22;11;Uranus;parent;parent;Saturne ?; Saturn?;;;;;1;;
ID_22;11;Uranus;parent;child;Non.; No.;;;;;1;1;1
ID_22;11;Uranus;parent;parent;On a vu toutes les faire.; We saw them all done.;;;;;;;
ID_22;11;Uranus;parent;parent;C'est une que t'as choisie en particulier, une planète que t'as choisie ?; Is it one that you chose in particular, a planet that you chose?;;;;;1;;
ID_22;11;Uranus;parent;child;Oui.; Yes.;;;;;1;1;1
ID_22;11;Uranus;parent;parent;Donc Mars ?; So Mars?;;;;;1;;
ID_22;11;Uranus;parent;parent; Vénus.; Venus.;;;;;1;;
ID_22;11;Uranus;parent;child;;[shakes head];;;;;1;1;1
ID_22;11;Uranus;parent;parent;Mercure.; Mercury.;;;;;1;;
ID_22;11;Uranus;parent;child;;[shakes head];;;;;1;1;1
ID_22;11;Uranus;parent;parent;Jupiter.; Jupiter.;;;;;1;;
ID_22;11;Uranus;parent;child;;[shakes head];;;;;1;1;1
ID_22;11;Uranus;parent;parent;Neptune.; Neptune.;;;;;1;;
ID_22;11;Uranus;parent;child;;[shakes head];;;;;1;1;1
ID_22;11;Uranus;parent;parent;Uranus.; Uranus.;;;;;1;;
ID_22;11;Uranus;parent;child;;[nods head];;;;;1;1;1
ID_22;11;;;parent;Elle est à moi, je trouve.; She's mine, I think.;;;;;;;
ID_22;11;A comforter;child;child;Est-ce que... Est-ce que c'est dans la maison ?; Is... Is it in the house?;;;;;1;;
ID_22;11;A comforter;child;parent;Oui.; Yes.;;;;;1;;
ID_22;11;A comforter;child;parent;Direct.; Direct.;;;;;;;
ID_22;11;A comforter;child;child;Est-ce que dans la pièce où on est ?; Is that in the room we are in?;;;;;1;1;1
ID_22;11;A comforter;child;parent;Il y en a un, ouais.; There is one, yeah.;;;;;1;;
ID_22;11;A comforter;child;child; Les lunettes ?;Glasses ?;;;;;1;1;1
ID_22;11;A comforter;child;parent;Non.; No.;;;;;1;;
ID_22;11;A comforter;child;child;Les téléphones ?; The phones ?;;;;;1;1;1
ID_22;11;A comforter;child;parent;Non.; No.;;;;;1;;
ID_22;11;A comforter;child;child;C'est dans la pièce ?; Is it in the room?;;;;;1;1;0
ID_22;11;A comforter;child;parent;Il y en a, oui.; There is, yes.;;;;;1;;
ID_22;11;A comforter;child;child;Des jouets ?; Toys ?;;;;;1;1;1
ID_22;11;A comforter;child;parent;Non.; No.;;;;;1;;
ID_22;11;A comforter;child;parent;Il y en a dans d'autres pièces que celle-là.; There are some in other rooms than this one.;;;;;1;;
ID_22;11;A comforter;child;parent;Mais il y en a dans cette pièce.; But there are some in this room.;;;;;1;;
ID_22;11;A comforter;child;child; Ah, des meubles !; Ah, furniture!;;;;;1;1;1
ID_22;11;A comforter;child;parent;Non, ça fait partie des meubles.; No, it's part of the furniture.;;;;;1;;
ID_22;11;A comforter;child;parent;C'est l'une des choses qu'on achète quand on aménage.; It's one of the things you buy when you're planning.;;;;1;1;;
ID_22;11;A comforter;child;parent;Il n'y a pas de maison qu'on n'a pas.; There is no house we don't have.;There is no house which doesn’t have one.;;;1;1;;
